# pfam_scan.pl,  run at Fri Feb 12 16:24:40 2016
#
# Copyright (c) 2009 Genome Research Ltd
# Freely distributed under the GNU 
# General Public License
#
# Authors: Jaina Mistry (jm14@sanger.ac.uk), John Tate (jt6@sanger.ac.uk), 
#          Rob Finn (rdf@sanger.ac.uk)
#
# This is free software; you can redistribute it and/or modify it under
# the terms of the GNU General Public License as published by the Free Software
# Foundation; either version 2 of the License, or (at your option) any later version.
# This program is distributed in the hope that it will be useful, but WITHOUT
# ANY WARRANTY; without even the implied warranty of MERCHANTABILITY or FITNESS
# FOR A PARTICULAR PURPOSE. See the GNU General Public License for more
# details.
#
# You should have received a copy of the GNU General Public License along with
# this program. If not, see <http://www.gnu.org/licenses/>. 
# = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = =
#      query sequence file: /home/wonjunetai/Documents/KimLab/pulse/output/preprocess/G41726.MCF7.5.bam/p_seq_isoforms.fas
#        searching against: /usr/local/bin/hmmer3/data/Pfam-A.hmm, with cut off --cut_ga
#    resolve clan overlaps: on
#     predict active sites: off
# = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = =
#
# <seq id> <alignment start> <alignment end> <envelope start> <envelope end> <hmm acc> <hmm name> <type> <hmm start> <hmm end> <hmm length> <bit score> <E-value> <significance> <clan>

I."ENST00000498666";21_46323280_46323450-242=171=181        43     87     43     88 PF08725.6   Integrin_b_cyt    Domain     1    46    47     66.6   8.5e-19   1 No_clan  
I."ENST00000507336";17_48697044_48697187-354=144=135       778    962    777    963 PF00520.26  Ion_trans         Family     2   199   200    150.1   4.4e-44   1 CL0030   
I."ENST00000507336";17_48697044_48697187-354=144=135      1314   1536   1312   1536 PF00520.26  Ion_trans         Family     3   200   200    180.9   1.6e-53   1 CL0030   
I."ENST00000507336";17_48697044_48697187-354=144=135      1634   1838   1634   1839 PF00520.26  Ion_trans         Family     1   199   200    161.3   1.7e-47   1 CL0030   
I."ENST00000344095";7_99710972_99711028-120=57=154          11     76     11     76 PF02969.12  TAF               Domain     1    66    66    110.7   2.2e-32   1 CL0012   
I."ENST00000344095";7_99710972_99711028-120=57=154         308    398    308    399 PF07571.8   DUF1546           Family     1    91    92    112.0     1e-32   1 No_clan  
I."ENST00000507071";4_15009962_15010051-282=90=91          334    395    334    399 PF00076.17  RRM_1             Domain     1    59    70     30.1   2.6e-07   1 CL0221   
I."ENST00000377908";13_60667762_60667866-131=105=177       104    286    102    286 PF06371.8   Drf_GBD           Domain     3   188   188    183.9   1.9e-54   1 CL0020   
I."ENST00000377908";13_60667762_60667866-131=105=177       293    481    291    484 PF06367.11  Drf_FH3           Domain     3   195   197    194.4   1.3e-57   1 CL0020   
I."ENST00000377908";13_60667762_60667866-131=105=177       626    997    625    998 PF02181.18  FH2               Family     2   369   370    374.6  4.2e-112   1 No_clan  
I."ENST00000377908";13_60667762_60667866-131=105=177      1049   1063   1049   1063 PF06345.6   Drf_DAD            Motif     1    15    15     32.4   4.6e-08   1 No_clan  
I."ENST00000565296";15_43482253_43482349-82=97=74           53    307     53    308 PF13324.1   GCIP              Family     1   260   275    322.1   2.4e-96   1 No_clan  
I."ENST00000522297";8_42196530_42196587-192=58=67           15     77     12     78 PF14716.1   HHH_8             Domain     4    67    68     69.4   2.1e-19   1 CL0198   
I."ENST00000354456";4_129127583_129127692-145=110=128      219    276    219    276 PF05383.12  La                Domain     1    61    61     79.1   1.5e-22   1 No_clan  
E."ENST00000441387";4_129127583_129127692-145=110=128      219    276    219    276 PF05383.12  La                Domain     1    61    61     79.2   1.4e-22   1 No_clan  
I."ENST00000466143";13_111862219_111862349-85=131=202       11     63     10     63 PF07653.12  SH3_2             Domain     2    55    55     65.9   1.6e-18   1 CL0010   
I."ENST00000466143";13_111862219_111862349-85=131=202       97    272     97    272 PF00621.15  RhoGEF            Domain     1   180   180    113.4     1e-32   1 No_clan  
I."ENST00000466143";13_111862219_111862349-85=131=202      309    400    300    400 PF00169.24  PH                Domain     8   104   104     39.9   3.7e-10   1 CL0266   
I."ENST00000466143";13_111932619_111932697-87=79=140        11     63     10     63 PF07653.12  SH3_2             Domain     2    55    55     65.9   1.6e-18   1 CL0010   
I."ENST00000466143";13_111932619_111932697-87=79=140        97    272     97    272 PF00621.15  RhoGEF            Domain     1   180   180    113.4     1e-32   1 No_clan  
I."ENST00000466143";13_111932619_111932697-87=79=140       309    400    300    400 PF00169.24  PH                Domain     8   104   104     39.9   3.7e-10   1 CL0266   
I."ENST00000593195";18_31206826_31207034-83=209=109         11     46     10     55 PF05066.8   HARE-HTH          Family     2    36    72     34.7   1.7e-08   1 CL0123   
E."ENST00000269197";18_31206826_31207034-83=209=109         11     81     10     81 PF05066.8   HARE-HTH          Family     2    72    72     61.5     7e-17   1 CL0123   
E."ENST00000269197";18_31206826_31207034-83=209=109        232    361    229    361 PF13919.1   ASXH              Domain     4   138   138    161.1   1.2e-47   1 No_clan  
E."ENST00000269197";18_31206826_31207034-83=209=109       2189   2246   2183   2246 PF13922.1   PHD_3             Domain     7    69    69     86.6   9.7e-25   1 No_clan  
I."ENST00000375934";20_30474999_30475042-69=44=93           74    217     69    227 PF03133.10  TTL               Family     5   129   294    128.6   2.1e-37   1 CL0179   
I."ENST00000375934";20_30507667_30507735-186=69=91          74    217     69    227 PF03133.10  TTL               Family     5   129   294    128.6   2.1e-37   1 CL0179   
E."ENST00000394120";2_71740370_71740462-115=93=206           6     86      2     86 PF00168.25  C2                Domain     5    85    85     66.9     1e-18   1 CL0154   
E."ENST00000394120";2_71740370_71740462-115=93=206         224    302    223    303 PF00168.25  C2                Domain     2    84    85     30.2   2.8e-07   1 CL0154   
E."ENST00000394120";2_71740370_71740462-115=93=206         304    375    304    375 PF08151.7   FerI              Domain     1    72    72     96.8   5.4e-28   1 No_clan  
E."ENST00000394120";2_71740370_71740462-115=93=206         384    479    382    480 PF00168.25  C2                Domain     3    84    85     51.2     8e-14   1 CL0154   
E."ENST00000394120";2_71740370_71740462-115=93=206         695    760    695    760 PF08165.6   FerA              Domain     1    66    66     68.8   2.3e-19   1 No_clan  
E."ENST00000394120";2_71740370_71740462-115=93=206         787    862    787    862 PF08150.7   FerB              Domain     1    76    76    138.5   5.5e-41   1 No_clan  
E."ENST00000394120";2_71740370_71740462-115=93=206         950   1045    934   1045 PF06398.6   Pex24p            Family   249   359   359     27.0   1.7e-06   1 CL0484   
E."ENST00000394120";2_71740370_71740462-115=93=206        1155   1244   1155   1245 PF00168.25  C2                Domain     1    84    85     61.8   4.1e-17   1 CL0154   
E."ENST00000394120";2_71740370_71740462-115=93=206        1341   1422   1336   1422 PF00168.25  C2                Domain    10    85    85     13.2     0.057   1 CL0154   
E."ENST00000394120";2_71740370_71740462-115=93=206        1582   1663   1581   1664 PF00168.25  C2                Domain     2    84    85     50.4   1.4e-13   1 CL0154   
E."ENST00000394120";2_71740370_71740462-115=93=206        1903   1926   1814   1927 PF00168.25  C2                Domain    64    84    85      9.3      0.97   1 CL0154   
E."ENST00000599581";19_52780407_52780794-39=388=127          9     49      9     49 PF01352.22  KRAB              Family     1    41    41     88.8     1e-25   1 No_clan  
I."ENST00000591943";18_43310265_43310436-45=172=190         57    157     57    158 PF03253.9   UT                Family     1    98   301    132.9   1.1e-38   1 No_clan  
E."ENST00000436874";12_95650326_95650398-132=73=90         150    440    149    440 PF12632.2   Vezatin           Family     2   252   252    217.9   1.1e-64   1 No_clan  
I."ENST00000528038";7_150491049_150491159-57=111=209        66    228     66    229 PF04103.10  CD20              Family     1   149   150    130.4   4.7e-38   1 CL0347   
I."ENST00000371355";9_140963060_140963065-84=6=117         136    354    133    355 PF00520.26  Ion_trans         Family     5   199   200    187.2   1.8e-55   1 CL0030   
I."ENST00000371355";9_140963060_140963065-84=6=117         518    708    517    709 PF00520.26  Ion_trans         Family     2   199   200    156.5   4.7e-46   1 CL0030   
I."ENST00000371355";9_140963060_140963065-84=6=117        1186   1416   1186   1416 PF00520.26  Ion_trans         Family     1   200   200    173.6   2.7e-51   1 CL0030   
I."ENST00000371355";9_140963060_140963065-84=6=117        1506   1708   1506   1708 PF00520.26  Ion_trans         Family     1   200   200    195.6   4.9e-58   1 CL0030   
I."ENST00000371355";9_140963060_140963065-84=6=117        1848   1878   1847   1881 PF08763.6   Ca_chan_IQ        Domain     2    32    35     54.0   6.5e-15   1 No_clan  
E."ENST00000371357";9_140963060_140963065-84=6=117         136    354    133    355 PF00520.26  Ion_trans         Family     5   199   200    187.2   1.8e-55   1 CL0030   
E."ENST00000371357";9_140963060_140963065-84=6=117         518    708    517    709 PF00520.26  Ion_trans         Family     2   199   200    156.5   4.7e-46   1 CL0030   
E."ENST00000371357";9_140963060_140963065-84=6=117        1186   1416   1186   1416 PF00520.26  Ion_trans         Family     1   200   200    173.6   2.7e-51   1 CL0030   
E."ENST00000371357";9_140963060_140963065-84=6=117        1506   1706   1506   1706 PF00520.26  Ion_trans         Family     1   200   200    194.3   1.3e-57   1 CL0030   
E."ENST00000371357";9_140963060_140963065-84=6=117        1846   1876   1845   1879 PF08763.6   Ca_chan_IQ        Domain     2    32    35     54.0   6.5e-15   1 No_clan  
I."ENST00000358522";5_139239474_139239497-103=24=59        240    326    238    328 PF07679.11  I-set             Domain     5    88    90     61.6   4.5e-17   1 CL0011   
I."ENST00000358522";5_139239474_139239497-103=24=59        369    381    369    381 PF12661.2   hEGF              Domain     1    13    13     18.0     0.002   1 CL0001   
I."ENST00000358522";5_139239474_139239497-103=24=59        400    823    400    836 PF02158.10  Neuregulin        Family     1   387   404    256.1   4.6e-76   1 No_clan  
I."ENST00000445667";19_17326611_17326660-162=50=79           4    255      4    255 PF09753.4   Use1              Family     1   251   251    357.4  3.6e-107   1 No_clan  
I."ENST00000519083";6_154415345_154415453-521=109=1271      87    338     87    338 PF00001.16  7tm_1             Family     1   257   257    222.6   4.4e-66   1 CL0192   
I."ENST00000534334";1_76194086_76194173-51=88=98            42     94     42    101 PF02771.11  Acyl-CoA_dh_N     Domain     1    53   113     46.6   4.1e-12   1 CL0544   
I."ENST00000528311";1_53416427_53416558-72=132=65            4     59      2     96 PF00108.18  Thiolase_N        Domain    79   134   264     26.7   2.4e-06   1 CL0046   
I."ENST00000528311";1_53416427_53416558-72=132=65          202    300    193    320 PF02803.13  Thiolase_C        Domain    26   106   123     47.2   1.3e-12   1 CL0046   
I."ENST00000528311";1_53416427_53416558-72=132=65          356    457    356    458 PF02036.12  SCP2              Family     1   100   102    102.6   1.2e-29   1 CL0311   
I."ENST00000371509";1_53407468_53407525-180=58=72          239    337    233    356 PF02803.13  Thiolase_C        Domain    26   106   123     46.7   1.9e-12   1 CL0046   
I."ENST00000371509";1_53407468_53407525-180=58=72          393    494    393    495 PF02036.12  SCP2              Family     1   100   102    102.4   1.3e-29   1 CL0311   
E."ENST00000354719";X_131189484_131189549-231=66=57         24    274     24    274 PF00069.20  Pkinase           Domain     1   260   260    239.7   2.8e-71   1 CL0016   
I."ENST00000437442";21_35195791_35195957-83=167=46          21     99     16    108 PF12763.2   EF-hand_4         Family     8    88   104     47.8   9.1e-13   1 CL0220   
I."ENST00000437442";21_35195791_35195957-83=167=46         223    307    216    312 PF12763.2   EF-hand_4         Family    10    95   104     54.6   7.1e-15   1 CL0220   
I."ENST00000437442";21_35195791_35195957-83=167=46         747    797    747    797 PF14604.1   SH3_9             Domain     1    49    49     48.9   3.5e-13   1 CL0010   
I."ENST00000437442";21_35195791_35195957-83=167=46         915    962    915    962 PF14604.1   SH3_9             Domain     1    49    49     51.8   4.2e-14   1 CL0010   
I."ENST00000437442";21_35195791_35195957-83=167=46        1004   1050   1004   1051 PF14604.1   SH3_9             Domain     1    48    49     41.5     7e-11   1 CL0010   
I."ENST00000437442";21_35195791_35195957-83=167=46        1076   1129   1076   1129 PF14604.1   SH3_9             Domain     1    49    49     35.2   6.6e-09   1 CL0010   
I."ENST00000437442";21_35195791_35195957-83=167=46        1158   1205   1158   1205 PF14604.1   SH3_9             Domain     2    49    49     61.6   3.7e-17   1 CL0010   
I."ENST00000437442";21_35195791_35195957-83=167=46        1237   1386   1236   1394 PF00621.15  RhoGEF            Domain     2   149   180    118.0   3.9e-34   1 No_clan  
I."ENST00000437442";21_35195791_35195957-83=167=46        1537   1617   1537   1618 PF00168.25  C2                Domain     1    84    85     62.9   1.7e-17   1 CL0154   
I."ENST00000399326";21_35190571_35190776-160=206=83         21     99     16    108 PF12763.2   EF-hand_4         Family     8    88   104     48.7   4.9e-13   1 CL0220   
I."ENST00000399326";21_35190571_35190776-160=206=83        223    307    216    312 PF12763.2   EF-hand_4         Family    10    95   104     55.4   3.9e-15   1 CL0220   
I."ENST00000399326";21_35190571_35190776-160=206=83        747    797    747    797 PF14604.1   SH3_9             Domain     1    49    49     49.7     2e-13   1 CL0010   
I."ENST00000399326";21_35190571_35190776-160=206=83        915    962    915    962 PF14604.1   SH3_9             Domain     1    49    49     52.6   2.4e-14   1 CL0010   
E."ENST00000397954";15_25652214_25652284-42=71=29          577    874    576    875 PF00632.20  HECT              Domain     2   316   317    313.3   1.6e-93   1 CL0552   
E."ENST00000391703";19_58151280_58151435-127=156=2064      210    235    210    235 PF13465.1   zf-H2C2_2         Domain     1    26    26     28.5   1.2e-06   1 CL0361   
E."ENST00000391703";19_58151280_58151435-127=156=2064      242    262    238    263 PF13465.1   zf-H2C2_2         Domain     5    25    26     33.3   3.6e-08   1 CL0361   
E."ENST00000391703";19_58151280_58151435-127=156=2064      266    290    266    291 PF13465.1   zf-H2C2_2         Domain     1    25    26     35.5     7e-09   1 CL0361   
E."ENST00000391703";19_58151280_58151435-127=156=2064      294    318    294    319 PF13465.1   zf-H2C2_2         Domain     1    25    26     37.7   1.4e-09   1 CL0361   
E."ENST00000391703";19_58151280_58151435-127=156=2064      323    347    322    347 PF13465.1   zf-H2C2_2         Domain     2    26    26     34.3   1.7e-08   1 CL0361   
E."ENST00000391703";19_58151280_58151435-127=156=2064      354    375    350    375 PF13465.1   zf-H2C2_2         Domain     5    26    26     32.0   9.3e-08   1 CL0361   
E."ENST00000391703";19_58151280_58151435-127=156=2064      379    403    378    403 PF13465.1   zf-H2C2_2         Domain     2    26    26     31.2   1.6e-07   1 CL0361   
E."ENST00000391703";19_58151280_58151435-127=156=2064      406    430    406    431 PF13465.1   zf-H2C2_2         Domain     1    25    26     33.1     4e-08   1 CL0361   
E."ENST00000391703";19_58151280_58151435-127=156=2064      434    458    434    459 PF13465.1   zf-H2C2_2         Domain     1    25    26     38.1   1.1e-09   1 CL0361   
E."ENST00000391703";19_58151280_58151435-127=156=2064      463    486    462    487 PF13465.1   zf-H2C2_2         Domain     2    25    26     31.0   1.8e-07   1 CL0361   
E."ENST00000580640";18_10708273_10708437-411=165=167      2364   2775   2364   2775 PF12166.3   DUF3595           Family     1   422   422    471.7  1.9e-141   1 No_clan  
I."ENST00000392400";3_195594040_195594129-128=90=1349      189    447    189    448 PF07714.12  Pkinase_Tyr       Domain     1   258   259    290.3   9.6e-87   1 CL0016   
I."ENST00000392400";3_195594040_195594129-128=90=1349      458    507    458    507 PF14604.1   SH3_9             Domain     1    49    49     43.2   2.1e-11   1 CL0010   
I."ENST00000392400";3_195594040_195594129-128=90=1349      510    577    510    577 PF09027.5   GTPase_binding    Domain     1    66    66    109.4   4.6e-32   1 No_clan  
I."ENST00000392400";3_195594040_195594129-128=90=1349      837    903    837    904 PF11555.3   Inhibitor_Mig-6   Family     1    67    68     95.4   1.8e-27   1 No_clan  
E."ENST00000394005";10_96961198_96961278-201=81=211         73    473     64    475 PF00501.23  AMP-binding       Family    13   414   417    214.3   1.9e-63   1 CL0378   
I."ENST00000372431";20_44538155_44538310-64=156=129         30    198     30    202 PF01273.20  LBP_BPI_CETP      Family     1   163   164    135.8   8.3e-40   1 No_clan  
I."ENST00000372431";20_44538155_44538310-64=156=129        228    464    228    464 PF02886.12  LBP_BPI_CETP_C    Domain     1   238   238    273.0   1.6e-81   1 No_clan  
I."ENST00000297267";6_159650847_159651035-108=189=2598      43    121     41    122 PF00041.16  fn3               Domain     3    83    85     29.6   5.2e-07   1 CL0159   
I."ENST00000297267";6_159650847_159651035-108=189=2598     262    347    261    347 PF00041.16  fn3               Domain     2    85    85     30.5   2.8e-07   1 CL0159   
I."ENST00000297267";6_159650847_159651035-108=189=2598     362    447    361    447 PF00041.16  fn3               Domain     2    85    85     40.5   2.1e-10   1 CL0159   
I."ENST00000297267";6_159650847_159651035-108=189=2598    1658   1742   1657   1742 PF00041.16  fn3               Domain     2    85    85     35.6   7.5e-09   1 CL0159   
I."ENST00000376360";13_100515245_100515346-189=102=94       46    274     46    274 PF03328.9   HpcH_HpaI         Family     1   221   221    158.9   7.9e-47   1 CL0151   
I."ENST00000335698";10_7838084_7838118-87=35=132            26    297     26    297 PF00231.14  ATP-synt          Domain     1   290   290    255.6   5.7e-76   1 No_clan  
E."ENST00000377389";9_70461498_70461714-57=217=45           16    194     13    195 PF02492.14  cobW              Domain    10   177   178    135.0   1.8e-39   1 CL0023   
E."ENST00000377389";9_70461498_70461714-57=217=45          238    339    238    341 PF07683.9   CobW_C            Domain     1    92    94     62.7   1.8e-17   1 No_clan  
I."ENST00000361509";1_159901243_159901393-124=151=117      136    223    136    223 PF07679.11  I-set             Domain     1    90    90     50.8   1.1e-13   1 CL0011   
I."ENST00000361509";1_159901243_159901393-124=151=117      227    319    226    319 PF13895.1   Ig_2              Domain     2    80    80     34.3   1.9e-08   1 CL0011   
I."ENST00000361509";1_159901243_159901393-124=151=117      325    386    323    397 PF13895.1   Ig_2              Domain    18    69    80     14.6     0.027   1 CL0011   
I."ENST00000361509";1_159901243_159901393-124=151=117      410    486    402    487 PF07679.11  I-set             Domain     8    89    90     31.0   1.6e-07   1 CL0011   
I."ENST00000361509";1_159901243_159901393-124=151=117      496    580    493    580 PF00041.16  fn3               Domain     4    85    85     34.1   2.1e-08   1 CL0159   
I."ENST00000361509";1_159901243_159901393-124=151=117      609    691    609    692 PF00041.16  fn3               Domain     1    84    85     26.1   6.6e-06   1 CL0159   
I."ENST00000331340";7_50455043_50455168-168=126=135        132    155    131    156 PF13465.1   zf-H2C2_2         Domain     2    25    26     30.1   3.6e-07   1 CL0361   
I."ENST00000331340";7_50455043_50455168-168=126=135        159    182    159    184 PF13465.1   zf-H2C2_2         Domain     1    24    26     28.8   9.2e-07   1 CL0361   
I."ENST00000331340";7_50455043_50455168-168=126=135        188    211    187    212 PF13465.1   zf-H2C2_2         Domain     2    25    26     24.1   2.9e-05   1 CL0361   
I."ENST00000447929";7_65444386_65444528-188=143=186         36    137     36    137 PF00703.16  Glyco_hydro_2     Domain     1   110   110     33.5   4.5e-08   1 No_clan  
I."ENST00000447929";7_65444386_65444528-188=143=186        139    440    139    441 PF02836.12  Glyco_hydro_2_C   Domain     1   297   298    363.9  4.4e-109   1 CL0058   
I."ENST00000586195";19_46119719_46119816-88=98=89          172    205    169    206 PF00400.27  WD40              Repeat     5    38    39     13.9     0.035   1 CL0186   
I."ENST00000586195";19_46119719_46119816-88=98=89          258    289    256    289 PF00400.27  WD40              Repeat     8    39    39     16.6    0.0052   1 CL0186   
I."ENST00000586195";19_46119719_46119816-88=98=89          338    371    335    372 PF00400.27  WD40              Repeat     5    38    39     22.3     8e-05   1 CL0186   
I."ENST00000586195";19_46119719_46119816-88=98=89          384    418    381    418 PF00400.27  WD40              Repeat     5    39    39     21.3   0.00017   1 CL0186   
I."ENST00000586195";19_46120888_46120955-89=68=132         172    205    169    206 PF00400.27  WD40              Repeat     5    38    39     13.9     0.035   1 CL0186   
I."ENST00000586195";19_46120888_46120955-89=68=132         258    289    256    289 PF00400.27  WD40              Repeat     8    39    39     16.6    0.0052   1 CL0186   
I."ENST00000586195";19_46120888_46120955-89=68=132         338    371    335    372 PF00400.27  WD40              Repeat     5    38    39     22.3     8e-05   1 CL0186   
I."ENST00000586195";19_46120888_46120955-89=68=132         384    418    381    418 PF00400.27  WD40              Repeat     5    39    39     21.3   0.00017   1 CL0186   
E."ENST00000316515";3_169518447_169518542-155=96=129       152    173    152    173 PF13516.1   LRR_6             Repeat     3    24    24     11.5      0.24   1 CL0022   
E."ENST00000316515";3_169518447_169518542-155=96=129       207    220    207    223 PF13504.1   LRR_7             Repeat     1    14    17      7.3       6.9   1 CL0022   
E."ENST00000316515";3_169518447_169518542-155=96=129       261    283    261    284 PF13516.1   LRR_6             Repeat     1    23    24     16.6    0.0056   1 CL0022   
E."ENST00000316515";3_169518447_169518542-155=96=129       289    311    289    312 PF13516.1   LRR_6             Repeat     1    23    24     15.2     0.016   1 CL0022   
E."ENST00000456520";9_42674306_42674393-38=88=47             3     82      1     83 PF02492.14  cobW              Domain   104   177   178     40.7   1.6e-10   1 CL0023   
E."ENST00000456520";9_42674306_42674393-38=88=47           107    208    107    210 PF07683.9   CobW_C            Domain     1    92    94     64.1     7e-18   1 No_clan  
E."ENST00000456520";9_42675825_42675969-38=145=47            3     82      1     83 PF02492.14  cobW              Domain   104   177   178     40.7   1.6e-10   1 CL0023   
E."ENST00000456520";9_42675825_42675969-38=145=47          107    208    107    210 PF07683.9   CobW_C            Domain     1    92    94     64.1     7e-18   1 No_clan  
I."ENST00000510697";4_148441003_148441130-420=128=153       97    182     97    182 PF00001.16  7tm_1             Family     1    81   257     47.1   1.5e-12   1 CL0192   
E."ENST00000558509";15_78452434_78452548-84=115=188         33     58     33     60 PF00180.15  Iso_dh            Domain     1    26   348     21.0   0.00013   1 CL0270   
I."ENST00000545233";1_40315795_40315933-112=139=117          1     85      1     89 PF01715.12  IPPT              Family   177   243   253     29.3   3.9e-07   1 CL0023   
I."ENST00000545233";1_40315795_40315933-112=139=117        151    173    148    174 PF12171.3   zf-C2H2_jaz       Family     4    26    27     26.3   5.5e-06   1 CL0361   
E."ENST00000537223";1_40315795_40315933-112=139=117         93    115     90    116 PF12171.3   zf-C2H2_jaz       Family     4    26    27     26.9   3.5e-06   1 CL0361   
I."ENST00000269053";17_31322427_31322735-104=309=159        89    213     88    213 PF00062.15  Lys               Domain     2   125   125    139.7   4.5e-41   1 CL0037   
I."ENST00000509230";10_48798645_48798739-98=95=62            2     30      1     30 PF00102.22  Y_phosphatase     Domain   207   235   235     35.4   6.7e-09   1 CL0031   
I."ENST00000505714";10_48798645_48798780-98=136=62          51     83     32     83 PF00102.22  Y_phosphatase     Domain   203   235   235     38.1   9.6e-10   1 CL0031   
I."ENST00000374233";10_48798645_48798739-98=95=111         183    411    183    411 PF00102.22  Y_phosphatase     Domain     1   235   235    256.8   1.5e-76   1 CL0031   
I."ENST00000515532";10_48798645_48798739-98=95=157           2     30      1     30 PF00102.22  Y_phosphatase     Domain   207   235   235     35.4   6.7e-09   1 CL0031   
E."ENST00000539005";1_39893633_39893959-160=327=85          81    181     81    181 PF00307.26  CH                Domain     1   108   108     62.8   2.5e-17   1 CL0188   
E."ENST00000539005";1_39893633_39893959-160=327=85         197    297    197    298 PF00307.26  CH                Domain     1   107   108     69.4   2.2e-19   1 CL0188   
E."ENST00000539005";1_39893633_39893959-160=327=85        1816   1890   1815   1927 PF00435.16  Spectrin          Domain     2    75   105     29.3   7.8e-07   1 No_clan  
E."ENST00000539005";1_39893633_39893959-160=327=85        1933   2041   1932   2042 PF00435.16  Spectrin          Domain     2   104   105     42.3   7.1e-11   1 No_clan  
E."ENST00000539005";1_39893633_39893959-160=327=85        2378   2486   2377   2486 PF00435.16  Spectrin          Domain     2   105   105     35.0   1.3e-08   1 No_clan  
E."ENST00000539005";1_39893633_39893959-160=327=85        2712   2816   2710   2817 PF00435.16  Spectrin          Domain     3   104   105     45.8   5.5e-12   1 No_clan  
E."ENST00000539005";1_39893633_39893959-160=327=85        2821   2924   2820   2924 PF00435.16  Spectrin          Domain     2   105   105     30.2   4.2e-07   1 No_clan  
E."ENST00000539005";1_39893633_39893959-160=327=85        3148   3253   3146   3253 PF00435.16  Spectrin          Domain     4   105   105     31.5   1.6e-07   1 No_clan  
E."ENST00000539005";1_39893633_39893959-160=327=85        3260   3362   3256   3362 PF00435.16  Spectrin          Domain     5   105   105     43.8   2.5e-11   1 No_clan  
E."ENST00000539005";1_39893633_39893959-160=327=85        3367   3469   3365   3471 PF00435.16  Spectrin          Domain     3   103   105     34.1   2.4e-08   1 No_clan  
E."ENST00000539005";1_39893633_39893959-160=327=85        3584   3688   3583   3689 PF00435.16  Spectrin          Domain     2   104   105     24.5   2.3e-05   1 No_clan  
E."ENST00000539005";1_39893633_39893959-160=327=85        3695   3797   3692   3797 PF00435.16  Spectrin          Domain     4   105   105     29.9   4.9e-07   1 No_clan  
E."ENST00000539005";1_39893633_39893959-160=327=85        3917   4022   3916   4022 PF00435.16  Spectrin          Domain     2   105   105     38.6     1e-09   1 No_clan  
E."ENST00000539005";1_39893633_39893959-160=327=85        4027   4131   4025   4132 PF00435.16  Spectrin          Domain     3   104   105     40.0   3.6e-10   1 No_clan  
E."ENST00000539005";1_39893633_39893959-160=327=85        4137   4240   4135   4241 PF00435.16  Spectrin          Domain     3   104   105     64.5   8.9e-18   1 No_clan  
E."ENST00000539005";1_39893633_39893959-160=327=85        4245   4351   4244   4351 PF00435.16  Spectrin          Domain     2   105   105     27.4   3.1e-06   1 No_clan  
E."ENST00000539005";1_39893633_39893959-160=327=85        4355   4459   4354   4460 PF00435.16  Spectrin          Domain     2   104   105     38.8   8.6e-10   1 No_clan  
E."ENST00000539005";1_39893633_39893959-160=327=85        4464   4570   4463   4570 PF00435.16  Spectrin          Domain     2   105   105     44.0     2e-11   1 No_clan  
E."ENST00000539005";1_39893633_39893959-160=327=85        4577   4678   4575   4678 PF00435.16  Spectrin          Domain     5   105   105     50.4     2e-13   1 No_clan  
E."ENST00000539005";1_39893633_39893959-160=327=85        4683   4786   4681   4787 PF00435.16  Spectrin          Domain     3   104   105     38.3   1.2e-09   1 No_clan  
E."ENST00000539005";1_39893633_39893959-160=327=85        4958   5017   4946   5018 PF13499.1   EF-hand_7         Domain     2    65    66     37.3   2.1e-09   1 CL0220   
E."ENST00000539005";1_39893633_39893959-160=327=85        5032   5103   5032   5104 PF02187.12  GAS2              Family     1    72    73    130.1   1.8e-38   1 No_clan  
I."ENST00000473406";1_76252385_76252482-47=98=108           33    143      6    143 PF13249.1   Prenyltrans_2     Domain     2   113   113     68.1   7.6e-19   1 CL0059   
E."ENST00000485459";1_76252385_76252482-47=98=108           48     73     48     81 PF00432.16  Prenyltrans       Repeat     1    26    44     23.2   3.6e-05   1 CL0059   
I."ENST00000439855";19_58571342_58571403-72=62=127          14     54     14     54 PF01352.22  KRAB              Family     1    41    41     76.4   8.1e-22   1 No_clan  
I."ENST00000439855";19_58571342_58571403-72=62=127         229    253    228    253 PF13465.1   zf-H2C2_2         Domain     2    26    26     27.4   2.5e-06   1 CL0361   
I."ENST00000439855";19_58571342_58571403-72=62=127         256    280    256    281 PF13465.1   zf-H2C2_2         Domain     1    25    26     36.3   3.8e-09   1 CL0361   
I."ENST00000439855";19_58571342_58571403-72=62=127         287    308    285    308 PF13465.1   zf-H2C2_2         Domain     4    25    26     34.5   1.5e-08   1 CL0361   
I."ENST00000439855";19_58571342_58571403-72=62=127         313    336    312    337 PF13465.1   zf-H2C2_2         Domain     2    25    26     34.8   1.1e-08   1 CL0361   
I."ENST00000439855";19_58571342_58571403-72=62=127         340    365    340    365 PF13465.1   zf-H2C2_2         Domain     1    26    26     36.6   3.1e-09   1 CL0361   
I."ENST00000439855";19_58571342_58571403-72=62=127         368    392    368    393 PF13465.1   zf-H2C2_2         Domain     1    25    26     36.5   3.4e-09   1 CL0361   
